PlayerName,team,opp,Prop,Over_Under,draftkings,fanduel,mgm
Kyle Higashioka,SD,@BOS,runs,Over,(0.5) 215,,(0.5) 210
Kyle Higashioka,SD,@BOS,runs,Under,(0.5) -300,,(0.5) -300
Kyle Isbel,KC,CLE,bases,Over,(0.5) -140,,
Kyle Isbel,KC,CLE,bases,Under,(0.5) 100,,
Kyle Isbel,KC,CLE,runs,Over,(0.5) 205,,
Kyle Isbel,KC,CLE,runs,Under,(0.5) -290,,
Lane Thomas,WSH,@TB,bases,Over,(1.5) 125,,(1.5) 130
Lane Thomas,WSH,@TB,bases,Under,(1.5) -170,,(1.5) -165
Lane Thomas,WSH,@TB,runs,Over,(0.5) 120,,(0.5) 125
Lane Thomas,WSH,@TB,runs,Under,(0.5) -165,,(0.5) -160
Lenyn Sosa,CWS,COL,bases,Over,(1.5) 145,,(1.5) 145
Lenyn Sosa,CWS,COL,bases,Under,(1.5) -200,,(1.5) -190
Lenyn Sosa,CWS,COL,runs,Over,(0.5) 130,,(0.5) 135
Lenyn Sosa,CWS,COL,runs,Under,(0.5) -175,,(0.5) -175
Logan O'Hoppe,LAA,DET,bases,Over,(1.5) 135,,(1.5) 140
Logan O'Hoppe,LAA,DET,bases,Under,(1.5) -185,,(1.5) -185
Logan O'Hoppe,LAA,DET,runs,Over,(0.5) 140,,(0.5) 140
Logan O'Hoppe,LAA,DET,runs,Under,(0.5) -190,,(0.5) -185
Luis Arraez,SD,@BOS,bases,Over,(1.5) 100,,(1.5) 100
Luis Arraez,SD,@BOS,bases,Under,(1.5) -135,,(1.5) -135
Luis Arraez,SD,@BOS,runs,Over,(0.5) 140,,(0.5) 140
Luis Arraez,SD,@BOS,runs,Under,(0.5) -190,,(0.5) -190
Luis Garcia,WSH,@TB,bases,Over,(1.5) 135,,(1.5) 135
Luis Garcia,WSH,@TB,bases,Under,(1.5) -180,,(1.5) -185
Luis Garcia,WSH,@TB,runs,Over,(0.5) 155,,(0.5) 160
Luis Garcia,WSH,@TB,runs,Under,(0.5) -215,,(0.5) -210
Luis Rengifo,LAA,DET,bases,Over,(1.5) 135,,(1.5) 135
Luis Rengifo,LAA,DET,bases,Under,(1.5) -180,,(1.5) -175
Luis Rengifo,LAA,DET,runs,Over,(0.5) 110,,(0.5) 115
Luis Rengifo,LAA,DET,runs,Under,(0.5) -150,,(0.5) -150
Luis Robert,CWS,COL,bases,Over,(1.5) -125,,(1.5) -120
Luis Robert,CWS,COL,bases,Under,(1.5) -110,,(1.5) -105
Luis Robert,CWS,COL,runs,Over,(0.5) -145,,(0.5) -145
Luis Robert,CWS,COL,runs,Under,(0.5) 105,,(0.5) 110
Luke Maile,CIN,@STL,bases,Over,(0.5) -110,,(0.5) -105
Luke Maile,CIN,@STL,bases,Under,(0.5) -120,,(0.5) -120
Luke Maile,CIN,@STL,runs,Over,(0.5) 235,,(0.5) 240
Luke Maile,CIN,@STL,runs,Under,(0.5) -350,,(0.5) -350
Luke Raley,SEA,MIN,bases,Over,(0.5) -115,,(0.5) -110
Luke Raley,SEA,MIN,bases,Under,(0.5) -120,,(0.5) -120
Luke Raley,SEA,MIN,runs,Over,(0.5) 185,,(0.5) 185
Luke Raley,SEA,MIN,runs,Under,(0.5) -260,,(0.5) -250
MJ Melendez,KC,CLE,bases,Over,(0.5) -135,,
MJ Melendez,KC,CLE,bases,Under,(0.5) 100,,
MJ Melendez,KC,CLE,runs,Over,(0.5) 170,,
MJ Melendez,KC,CLE,runs,Under,(0.5) -235,,
Maikel Garcia,KC,CLE,bases,Over,(1.5) 125,,
Maikel Garcia,KC,CLE,bases,Under,(1.5) -170,,
Maikel Garcia,KC,CLE,runs,Over,(0.5) 115,,
Maikel Garcia,KC,CLE,runs,Under,(0.5) -155,,
Manny Machado,SD,@BOS,bases,Over,(1.5) 120,,(1.5) 120
Manny Machado,SD,@BOS,bases,Under,(1.5) -160,,(1.5) -160
Manny Machado,SD,@BOS,runs,Over,(0.5) 125,,(0.5) 130
Manny Machado,SD,@BOS,runs,Under,(0.5) -170,,(0.5) -165
Marcell Ozuna,ATL,PIT,bases,Over,(1.5) 105,,(1.5) 110
Marcell Ozuna,ATL,PIT,bases,Under,(1.5) -145,,(1.5) -145
Marcell Ozuna,ATL,PIT,runs,Over,(0.5) 100,,(0.5) 105
Marcell Ozuna,ATL,PIT,runs,Under,(0.5) -135,,(0.5) -140
Marcus Semien,TEX,@BAL,bases,Over,(1.5) -115,,(1.5) -110
Marcus Semien,TEX,@BAL,bases,Under,(1.5) -120,,(1.5) -115
Marcus Semien,TEX,@BAL,runs,Over,(0.5) -125,,(0.5) -125
Marcus Semien,TEX,@BAL,runs,Under,(0.5) -110,,(0.5) -105
Mark Canha,DET,@LAA,bases,Over,(0.5) -205,,(0.5) -200
Mark Canha,DET,@LAA,bases,Under,(0.5) 150,,(0.5) 150
Mark Canha,DET,@LAA,runs,Over,(0.5) 135,,(0.5) 135
Mark Canha,DET,@LAA,runs,Under,(0.5) -180,,(0.5) -175
Mark Vientos,NYM,HOU,bases,Over,(0.5) -195,,(0.5) -190
Mark Vientos,NYM,HOU,bases,Under,(0.5) 140,,(0.5) 145
Mark Vientos,NYM,HOU,runs,Over,(0.5) 150,,(0.5) 150
Mark Vientos,NYM,HOU,runs,Under,(0.5) -205,,(0.5) -200
Masataka Yoshida,BOS,SD,bases,Over,(1.5) 145,,(1.5) 145
Masataka Yoshida,BOS,SD,bases,Under,(1.5) -200,,(1.5) -200
Masataka Yoshida,BOS,SD,runs,Over,(0.5) 145,,(0.5) 140
Masataka Yoshida,BOS,SD,runs,Under,(0.5) -200,,(0.5) -190
Masyn Winn,STL,CIN,bases,Over,(1.5) 120,,(1.5) 120
Masyn Winn,STL,CIN,bases,Under,(1.5) -160,,(1.5) -160
Masyn Winn,STL,CIN,runs,Over,(0.5) 110,,(0.5) 115
Masyn Winn,STL,CIN,runs,Under,(0.5) -150,,(0.5) -150
Matt Olson,ATL,PIT,bases,Over,(0.5) -175,,(0.5) -165
Matt Olson,ATL,PIT,bases,Under,(0.5) 125,,(0.5) 130
Matt Olson,ATL,PIT,runs,Over,(0.5) 120,,(0.5) 125
Matt Olson,ATL,PIT,runs,Under,(0.5) -165,,(0.5) -165
Matt Vierling,DET,@LAA,bases,Over,(1.5) 100,,(1.5) 105
Matt Vierling,DET,@LAA,bases,Under,(1.5) -135,,(1.5) -135
Matt Vierling,DET,@LAA,runs,Over,(0.5) -105,,(0.5) -105
Matt Vierling,DET,@LAA,runs,Under,(0.5) -130,,(0.5) -125
Mauricio Dubon,HOU,@NYM,bases,Over,(1.5) 120,,(1.5) 125
Mauricio Dubon,HOU,@NYM,bases,Under,(1.5) -165,,(1.5) -160
Mauricio Dubon,HOU,@NYM,runs,Over,(0.5) 150,,(0.5) 160
Mauricio Dubon,HOU,@NYM,runs,Under,(0.5) -210,,(0.5) -210
Max Fried,ATL,PIT,strikeouts,Over,,(5.5) -116,
Max Fried,ATL,PIT,strikeouts,Under,,(5.5) -110,
Michael Busch,CHC,@MIL,bases,Over,(0.5) -125,,(0.5) -120
Michael Busch,CHC,@MIL,bases,Under,(0.5) -110,,(0.5) -105
Michael Busch,CHC,@MIL,runs,Over,(0.5) 185,,(0.5) 185
Michael Busch,CHC,@MIL,runs,Under,(0.5) -255,,(0.5) -250
Michael King,SD,@BOS,strikeouts,Over,(5.5) -140,(5.5) -140,(5.5) -135
Michael King,SD,@BOS,strikeouts,Under,(5.5) 105,(5.5) 110,(5.5) 105
Michael Lorenzen,TEX,@BAL,strikeouts,Over,(3.5) -125,(3.5) -142,(3.5) -125
Michael Lorenzen,TEX,@BAL,strikeouts,Under,(3.5) -105,(3.5) 112,(3.5) -105
Michael Massey,KC,CLE,bases,Over,(0.5) -170,,
Michael Massey,KC,CLE,bases,Under,(0.5) 125,,
Michael Massey,KC,CLE,runs,Over,(0.5) 175,,
Michael Massey,KC,CLE,runs,Under,(0.5) -245,,
Michael Taylor,PIT,@ATL,bases,Over,(0.5) -135,,(0.5) -130
Michael Taylor,PIT,@ATL,bases,Under,(0.5) 100,,(0.5) 100
Michael Taylor,PIT,@ATL,runs,Over,(0.5) 195,,(0.5) 195
Michael Taylor,PIT,@ATL,runs,Under,(0.5) -270,,(0.5) -250
Michael Toglia,COL,@CWS,bases,Over,(1.5) 125,,(1.5) 130
Michael Toglia,COL,@CWS,bases,Under,(1.5) -170,,(1.5) -165
Michael Toglia,COL,@CWS,runs,Over,(0.5) 105,,(0.5) 110
Michael Toglia,COL,@CWS,runs,Under,(0.5) -140,,(0.5) -145
Mickey Moniak,LAA,DET,bases,Over,(0.5) -140,,(0.5) -140
Mickey Moniak,LAA,DET,bases,Under,(0.5) 105,,(0.5) 105
Mickey Moniak,LAA,DET,runs,Over,(0.5) 165,,(0.5) 165
Mickey Moniak,LAA,DET,runs,Under,(0.5) -225,,(0.5) -225
Miguel Amaya,CHC,@MIL,bases,Over,(0.5) -125,,(0.5) -125
Miguel Amaya,CHC,@MIL,bases,Under,(0.5) -110,,(0.5) -105
Miguel Amaya,CHC,@MIL,runs,Over,(0.5) 205,,(0.5) 210
Miguel Amaya,CHC,@MIL,runs,Under,(0.5) -290,,(0.5) -275
Miguel Sano,LAA,DET,bases,Over,(0.5) -155,,(0.5) -155
Miguel Sano,LAA,DET,bases,Under,(0.5) 115,,(0.5) 120
Miguel Sano,LAA,DET,runs,Over,(0.5) 125,,(0.5) 130
Miguel Sano,LAA,DET,runs,Under,(0.5) -175,,(0.5) -165
Mitch Garver,SEA,MIN,bases,Over,(0.5) -125,,(0.5) -120
Mitch Garver,SEA,MIN,bases,Under,(0.5) -110,,(0.5) -105
Mitch Garver,SEA,MIN,runs,Over,(0.5) 150,,(0.5) 150
Mitch Garver,SEA,MIN,runs,Under,(0.5) -205,,(0.5) -200
Nathaniel Lowe,TEX,@BAL,bases,Over,(0.5) -195,,(0.5) -190
Nathaniel Lowe,TEX,@BAL,bases,Under,(0.5) 140,,(0.5) 140
Nathaniel Lowe,TEX,@BAL,runs,Over,(0.5) 145,,(0.5) 150
Nathaniel Lowe,TEX,@BAL,runs,Under,(0.5) -200,,(0.5) -200
Nestor Cortes,NYY,@TOR,strikeouts,Over,(4.5) -115,(4.5) -113,(4.5) -115
Nestor Cortes,NYY,@TOR,strikeouts,Under,(4.5) -110,(4.5) -113,(4.5) -110
Nick Castellanos,PHI,MIA,bases,Over,(1.5) 105,,(1.5) 110
Nick Castellanos,PHI,MIA,bases,Under,(1.5) -140,,(1.5) -145
Nick Castellanos,PHI,MIA,runs,Over,(0.5) 105,,(0.5) 110
Nick Castellanos,PHI,MIA,runs,Under,(0.5) -145,,(0.5) -145
Nick Fortes,MIA,@PHI,bases,Over,(0.5) -120,,(0.5) -120
Nick Fortes,MIA,@PHI,bases,Under,(0.5) -110,,(0.5) -110
Nick Fortes,MIA,@PHI,runs,Over,(0.5) 245,,(0.5) 240
Nick Fortes,MIA,@PHI,runs,Under,(0.5) -360,,(0.5) -350
Nick Gonzales,PIT,@ATL,bases,Over,(1.5) 135,,(1.5) 135
Nick Gonzales,PIT,@ATL,bases,Under,(1.5) -185,,(1.5) -175
Nick Gonzales,PIT,@ATL,runs,Over,(0.5) 140,,(0.5) 140
Nick Gonzales,PIT,@ATL,runs,Under,(0.5) -190,,(0.5) -185
Nick Gordon,MIA,@PHI,bases,Over,(0.5) -175,,(0.5) -165
Nick Gordon,MIA,@PHI,bases,Under,(0.5) 130,,(0.5) 130
Nick Gordon,MIA,@PHI,runs,Over,(0.5) 190,,(0.5) 190
Nick Gordon,MIA,@PHI,runs,Under,(0.5) -270,,(0.5) -250
Nick Loftin,KC,CLE,bases,Over,(0.5) -165,,
Nick Loftin,KC,CLE,bases,Under,(0.5) 120,,
Nick Loftin,KC,CLE,runs,Over,(0.5) 200,,
Nick Loftin,KC,CLE,runs,Under,(0.5) -285,,
Nick Martini,CIN,@STL,bases,Over,(0.5) -155,,(0.5) -150
Nick Martini,CIN,@STL,bases,Under,(0.5) 115,,(0.5) 115
Nick Martini,CIN,@STL,runs,Over,(0.5) 200,,(0.5) 195
Nick Martini,CIN,@STL,runs,Under,(0.5) -285,,(0.5) -275
Nick Senzel,WSH,@TB,bases,Over,(0.5) -160,,(0.5) -160
Nick Senzel,WSH,@TB,bases,Under,(0.5) 120,,(0.5) 120
Nick Senzel,WSH,@TB,runs,Over,(0.5) 200,,(0.5) 200
Nick Senzel,WSH,@TB,runs,Under,(0.5) -285,,(0.5) -275
Nicky Lopez,CWS,COL,bases,Over,(0.5) -190,,(0.5) -190
Nicky Lopez,CWS,COL,bases,Under,(0.5) 140,,(0.5) 140
Nicky Lopez,CWS,COL,runs,Over,(0.5) 155,,(0.5) 155
Nicky Lopez,CWS,COL,runs,Under,(0.5) -210,,(0.5) -210
Nico Hoerner,CHC,@MIL,bases,Over,(1.5) 115,,(1.5) 120
Nico Hoerner,CHC,@MIL,bases,Under,(1.5) -155,,(1.5) -155
Nico Hoerner,CHC,@MIL,runs,Over,(0.5) 100,,(0.5) 105
Nico Hoerner,CHC,@MIL,runs,Under,(0.5) -140,,(0.5) -135
Noelvi Marte,CIN,@STL,bases,Over,(0.5) -210,,(0.5) -200
Noelvi Marte,CIN,@STL,bases,Under,(0.5) 150,,(0.5) 155
Noelvi Marte,CIN,@STL,runs,Over,(0.5) 155,,(0.5) 160
Noelvi Marte,CIN,@STL,runs,Under,(0.5) -215,,(0.5) -210
Nolan Arenado,STL,CIN,bases,Over,(1.5) 140,,(1.5) 145
Nolan Arenado,STL,CIN,bases,Under,(1.5) -195,,(1.5) -190
Nolan Arenado,STL,CIN,runs,Over,(0.5) 135,,(0.5) 140
Nolan Arenado,STL,CIN,runs,Under,(0.5) -185,,(0.5) -185
Nolan Gorman,STL,CIN,bases,Over,(0.5) -165,,(0.5) -160
Nolan Gorman,STL,CIN,bases,Under,(0.5) 125,,(0.5) 125
Nolan Gorman,STL,CIN,runs,Over,(0.5) 110,,(0.5) 110
Nolan Gorman,STL,CIN,runs,Under,(0.5) -150,,(0.5) -145
Nolan Jones,COL,@CWS,bases,Over,(0.5) -175,,(0.5) -175
Nolan Jones,COL,@CWS,bases,Under,(0.5) 130,,(0.5) 130
Nolan Jones,COL,@CWS,runs,Over,(0.5) 105,,(0.5) 110
Nolan Jones,COL,@CWS,runs,Under,(0.5) -140,,(0.5) -145
Nolan Schanuel,LAA,DET,bases,Over,(1.5) 145,,(1.5) 145
Nolan Schanuel,LAA,DET,bases,Under,(1.5) -195,,(1.5) -190
Nolan Schanuel,LAA,DET,runs,Over,(0.5) 125,,(0.5) 130
Nolan Schanuel,LAA,DET,runs,Under,(0.5) -170,,(0.5) -165
Orlando Arcia,ATL,PIT,bases,Over,(0.5) -160,,(0.5) -155
Orlando Arcia,ATL,PIT,bases,Under,(0.5) 115,,(0.5) 120
Orlando Arcia,ATL,PIT,runs,Over,(0.5) 180,,(0.5) 190
Orlando Arcia,ATL,PIT,runs,Under,(0.5) -255,,(0.5) -250
Otto Lopez,MIA,@PHI,bases,Over,(0.5) -200,,(0.5) -200
Otto Lopez,MIA,@PHI,bases,Under,(0.5) 145,,(0.5) 145
Otto Lopez,MIA,@PHI,runs,Over,(0.5) 185,,(0.5) 180
Otto Lopez,MIA,@PHI,runs,Under,(0.5) -260,,(0.5) -250
Ozzie Albies,ATL,PIT,bases,Over,(1.5) 120,,(1.5) 125
Ozzie Albies,ATL,PIT,bases,Under,(1.5) -165,,(1.5) -160
Ozzie Albies,ATL,PIT,runs,Over,(0.5) 110,,(0.5) 110
Ozzie Albies,ATL,PIT,runs,Under,(0.5) -150,,(0.5) -145
Pablo Lopez,MIN,@SEA,strikeouts,Over,(7.5) 100,(7.5) 110,(7.5) 100
Pablo Lopez,MIN,@SEA,strikeouts,Under,(7.5) -130,(7.5) -140,(7.5) -130
Paul DeJong,CWS,COL,bases,Over,(1.5) 110,,(1.5) 110
Paul DeJong,CWS,COL,bases,Under,(1.5) -150,,(1.5) -145
Paul DeJong,CWS,COL,runs,Over,(0.5) 110,,(0.5) 110
Paul DeJong,CWS,COL,runs,Under,(0.5) -150,,(0.5) -150
Paul Goldschmidt,STL,CIN,bases,Over,(1.5) 120,,(1.5) 115
Paul Goldschmidt,STL,CIN,bases,Under,(1.5) -160,,(1.5) -155
Paul Goldschmidt,STL,CIN,runs,Over,(0.5) 110,,(0.5) 110
Paul Goldschmidt,STL,CIN,runs,Under,(0.5) -150,,(0.5) -145
Paul Skenes,PIT,@ATL,strikeouts,Over,(7.5) 110,(7.5) -115,(7.5) 105
Paul Skenes,PIT,@ATL,strikeouts,Under,(7.5) -140,(7.5) -111,(7.5) -140
Pedro Pages,STL,CIN,bases,Over,(0.5) -160,,
Pedro Pages,STL,CIN,bases,Under,(0.5) 120,,
Pedro Pages,STL,CIN,runs,Over,(0.5) 175,,
Pedro Pages,STL,CIN,runs,Under,(0.5) -245,,
Pete Alonso,NYM,HOU,bases,Over,(0.5) -200,,(0.5) -190
Pete Alonso,NYM,HOU,bases,Under,(0.5) 145,,(0.5) 145
Pete Alonso,NYM,HOU,runs,Over,(0.5) 125,,(0.5) 130
Pete Alonso,NYM,HOU,runs,Under,(0.5) -170,,(0.5) -165
Pete Crow-Armstrong,CHC,@MIL,bases,Over,(0.5) -155,,(0.5) -150
Pete Crow-Armstrong,CHC,@MIL,bases,Under,(0.5) 115,,(0.5) 115
Pete Crow-Armstrong,CHC,@MIL,runs,Over,(0.5) 150,,(0.5) 150
Pete Crow-Armstrong,CHC,@MIL,runs,Under,(0.5) -205,,(0.5) -200
Rafael Devers,BOS,SD,bases,Over,(1.5) 105,,(1.5) 110
Rafael Devers,BOS,SD,bases,Under,(1.5) -145,,(1.5) -150
Rafael Devers,BOS,SD,runs,Over,(0.5) -105,,(0.5) 100
Rafael Devers,BOS,SD,runs,Under,(0.5) -130,,(0.5) -130
Ramon Laureano,ATL,PIT,bases,Over,(0.5) -145,,(0.5) -140
Ramon Laureano,ATL,PIT,bases,Under,(0.5) 105,,(0.5) 105
Ramon Laureano,ATL,PIT,runs,Over,(0.5) 165,,(0.5) 170
Ramon Laureano,ATL,PIT,runs,Under,(0.5) -230,,(0.5) -225
Randy Arozarena,TB,WSH,bases,Over,(1.5) 145,,(1.5) 150
Randy Arozarena,TB,WSH,bases,Under,(1.5) -200,,(1.5) -200
Randy Arozarena,TB,WSH,runs,Over,(0.5) 135,,(0.5) 135
Randy Arozarena,TB,WSH,runs,Under,(0.5) -185,,(0.5) -185
Reese Olson,DET,@LAA,strikeouts,Over,(5.5) -120,(5.5) -120,
Reese Olson,DET,@LAA,strikeouts,Under,(5.5) -105,(5.5) -106,
Rhys Hoskins,MIL,CHC,bases,Over,(1.5) 130,,(0.5) -175
Rhys Hoskins,MIL,CHC,bases,Under,(1.5) -175,,(0.5) 130
Rhys Hoskins,MIL,CHC,runs,Over,(0.5) 115,,(0.5) 120
Rhys Hoskins,MIL,CHC,runs,Under,(0.5) -160,,(0.5) -155
Richie Palacios,TB,WSH,bases,Over,(0.5) -150,,(0.5) -150
Richie Palacios,TB,WSH,bases,Under,(0.5) 110,,(0.5) 110
Richie Palacios,TB,WSH,runs,Over,(0.5) 170,,(0.5) 180
Richie Palacios,TB,WSH,runs,Under,(0.5) -240,,(0.5) -250
Riley Greene,DET,@LAA,bases,Over,(1.5) 120,,(1.5) 120
Riley Greene,DET,@LAA,bases,Under,(1.5) -165,,(1.5) -160
Riley Greene,DET,@LAA,runs,Over,(0.5) 100,,(0.5) 105
Riley Greene,DET,@LAA,runs,Under,(0.5) -135,,(0.5) -135
Robbie Grossman,TEX,@BAL,bases,Over,(0.5) -200,,(0.5) -190
Robbie Grossman,TEX,@BAL,bases,Under,(0.5) 145,,(0.5) 145
Robbie Grossman,TEX,@BAL,runs,Over,(0.5) 115,,(0.5) 120
Robbie Grossman,TEX,@BAL,runs,Under,(0.5) -160,,(0.5) -155
Roddery Munoz,MIA,@PHI,strikeouts,Over,(3.5) -165,(4.5) 130,(3.5) -165
Roddery Munoz,MIA,@PHI,strikeouts,Under,(3.5) 130,(4.5) -166,(3.5) 125
Royce Lewis,MIN,@SEA,bases,Over,(1.5) 115,,(1.5) 115
Royce Lewis,MIN,@SEA,bases,Under,(1.5) -155,,(1.5) -150
Royce Lewis,MIN,@SEA,runs,Over,(0.5) 105,,(0.5) 105
Royce Lewis,MIN,@SEA,runs,Under,(0.5) -140,,(0.5) -140
Ryan Kreidler,DET,@LAA,bases,Over,(0.5) -125,,(0.5) -120
Ryan Kreidler,DET,@LAA,bases,Under,(0.5) -110,,(0.5) -110
Ryan Kreidler,DET,@LAA,runs,Over,(0.5) 190,,(0.5) 200
Ryan Kreidler,DET,@LAA,runs,Under,(0.5) -265,,(0.5) -275
Ryan McMahon,COL,@CWS,bases,Over,(1.5) 125,,(1.5) 125
Ryan McMahon,COL,@CWS,bases,Under,(1.5) -170,,(1.5) -165
Ryan McMahon,COL,@CWS,runs,Over,(0.5) 105,,(0.5) 115
Ryan McMahon,COL,@CWS,runs,Under,(0.5) -140,,(0.5) -150
Salvador Perez,KC,CLE,bases,Over,(1.5) 140,,
Salvador Perez,KC,CLE,bases,Under,(1.5) -190,,
Salvador Perez,KC,CLE,runs,Over,(0.5) 160,,
Salvador Perez,KC,CLE,runs,Under,(0.5) -220,,
Sam Hilliard,COL,@CWS,bases,Over,(0.5) -130,,(0.5) -130
Sam Hilliard,COL,@CWS,bases,Under,(0.5) -105,,(0.5) 100
Sam Hilliard,COL,@CWS,runs,Over,(0.5) 150,,(0.5) 155
Sam Hilliard,COL,@CWS,runs,Under,(0.5) -205,,(0.5) -210
Seiya Suzuki,CHC,@MIL,bases,Over,(1.5) 105,,(1.5) 110
Seiya Suzuki,CHC,@MIL,bases,Under,(1.5) -145,,(1.5) -140
Seiya Suzuki,CHC,@MIL,runs,Over,(0.5) -105,,(0.5) 100
Seiya Suzuki,CHC,@MIL,runs,Under,(0.5) -130,,(0.5) -130
Sonny Gray,STL,CIN,strikeouts,Over,(6.5) -135,(6.5) -134,(6.5) -135
Sonny Gray,STL,CIN,strikeouts,Under,(6.5) 105,(6.5) 106,(6.5) 105
Spencer Steer,CIN,@STL,bases,Over,(1.5) 135,,(1.5) 135
Spencer Steer,CIN,@STL,bases,Under,(1.5) -185,,(1.5) -185
Spencer Steer,CIN,@STL,runs,Over,(0.5) 155,,(0.5) 155
Spencer Steer,CIN,@STL,runs,Under,(0.5) -215,,(0.5) -210
Steven Kwan,CLE,@KC,bases,Over,(1.5) 115,,
Steven Kwan,CLE,@KC,bases,Under,(1.5) -155,,
Steven Kwan,CLE,@KC,runs,Over,(0.5) 125,,
Steven Kwan,CLE,@KC,runs,Under,(0.5) -170,,
Stuart Fairchild,CIN,@STL,bases,Over,(0.5) -135,,(0.5) -130
Stuart Fairchild,CIN,@STL,bases,Under,(0.5) 100,,(0.5) 100
Stuart Fairchild,CIN,@STL,runs,Over,(0.5) 215,,(0.5) 220
Stuart Fairchild,CIN,@STL,runs,Under,(0.5) -310,,(0.5) -300
Tanner Bibee,CLE,@KC,strikeouts,Over,(5.5) -150,(5.5) -113,
Tanner Bibee,CLE,@KC,strikeouts,Under,(5.5) 115,(5.5) -113,
Tanner Houck,BOS,SD,strikeouts,Over,(4.5) -120,(4.5) -142,(4.5) -120
Tanner Houck,BOS,SD,strikeouts,Under,(4.5) -110,(4.5) 112,(4.5) -110
Taylor Walls,TB,WSH,bases,Over,(0.5) -110,,(0.5) -105
Taylor Walls,TB,WSH,bases,Under,(0.5) -125,,(0.5) -120
Taylor Walls,TB,WSH,runs,Over,(0.5) 175,,(0.5) 180
Taylor Walls,TB,WSH,runs,Under,(0.5) -245,,(0.5) -250
Taylor Ward,LAA,DET,bases,Over,(1.5) 150,,(0.5) -200
Taylor Ward,LAA,DET,bases,Under,(1.5) -205,,(0.5) 150
Taylor Ward,LAA,DET,runs,Over,(0.5) 120,,(0.5) 125
Taylor Ward,LAA,DET,runs,Under,(0.5) -165,,(0.5) -160
Tim Anderson,MIA,@PHI,bases,Over,(0.5) -195,,(0.5) -190
Tim Anderson,MIA,@PHI,bases,Under,(0.5) 145,,(0.5) 145
Tim Anderson,MIA,@PHI,runs,Over,(0.5) 210,,(0.5) 210
Tim Anderson,MIA,@PHI,runs,Under,(0.5) -300,,(0.5) -275
Tobias Myers,MIL,CHC,strikeouts,Over,(5.5) 125,(5.5) 130,(5.5) 120
Tobias Myers,MIL,CHC,strikeouts,Under,(5.5) -160,(5.5) -166,(5.5) -160
Tommy Pham,CWS,COL,bases,Over,(1.5) -110,,(1.5) -105
Tommy Pham,CWS,COL,bases,Under,(1.5) -125,,(1.5) -120
Tommy Pham,CWS,COL,runs,Over,(0.5) -145,,(0.5) -145
Tommy Pham,CWS,COL,runs,Under,(0.5) 110,,(0.5) 110
Travis d'Arnaud,ATL,PIT,bases,Over,(0.5) -185,,(0.5) -185
Travis d'Arnaud,ATL,PIT,bases,Under,(0.5) 135,,(0.5) 135
Travis d'Arnaud,ATL,PIT,runs,Over,(0.5) 170,,(0.5) 175
Travis d'Arnaud,ATL,PIT,runs,Under,(0.5) -240,,(0.5) -250
Trea Turner,PHI,MIA,bases,Over,(1.5) -120,,(1.5) -120
Trea Turner,PHI,MIA,bases,Under,(1.5) -110,,(1.5) -110
Trea Turner,PHI,MIA,runs,Over,(0.5) -145,,(0.5) -145
Trea Turner,PHI,MIA,runs,Under,(0.5) 105,,(0.5) 110
Trent Grisham,NYY,@TOR,bases,Over,(0.5) -115,,(0.5) -110
Trent Grisham,NYY,@TOR,bases,Under,(0.5) -120,,(0.5) -120
Trent Grisham,NYY,@TOR,runs,Over,(0.5) 145,,(0.5) 150
Trent Grisham,NYY,@TOR,runs,Under,(0.5) -195,,(0.5) -200
Trevor Larnach,MIN,@SEA,bases,Over,(1.5) 135,,(1.5) 135
Trevor Larnach,MIN,@SEA,bases,Under,(1.5) -185,,(1.5) -185
Trevor Larnach,MIN,@SEA,runs,Over,(0.5) 120,,(0.5) 120
Trevor Larnach,MIN,@SEA,runs,Under,(0.5) -160,,(0.5) -160
Ty France,SEA,MIN,bases,Over,(0.5) -145,,(0.5) -145
Ty France,SEA,MIN,bases,Under,(0.5) 110,,(0.5) 110
Ty France,SEA,MIN,runs,Over,(0.5) 180,,(0.5) 180
Ty France,SEA,MIN,runs,Under,(0.5) -250,,(0.5) -250
Tyler Freeman,CLE,@KC,bases,Over,(1.5) 150,,
Tyler Freeman,CLE,@KC,bases,Under,(1.5) -210,,
Tyler Freeman,CLE,@KC,runs,Over,(0.5) 135,,
Tyler Freeman,CLE,@KC,runs,Under,(0.5) -185,,
Tyler O'Neill,BOS,SD,bases,Over,(1.5) 135,,(1.5) 135
Tyler O'Neill,BOS,SD,bases,Under,(1.5) -180,,(1.5) -175
Tyler O'Neill,BOS,SD,runs,Over,(0.5) 110,,(0.5) 115
Tyler O'Neill,BOS,SD,runs,Under,(0.5) -150,,(0.5) -150
Tylor Megill,NYM,HOU,strikeouts,Over,(4.5) -150,(4.5) -146,(4.5) -150
Tylor Megill,NYM,HOU,strikeouts,Under,(4.5) 115,(4.5) 114,(4.5) 115
Tyrone Taylor,NYM,HOU,bases,Over,(0.5) -200,,(0.5) -200
Tyrone Taylor,NYM,HOU,bases,Under,(0.5) 145,,(0.5) 145
Tyrone Taylor,NYM,HOU,runs,Over,(0.5) 140,,(0.5) 140
Tyrone Taylor,NYM,HOU,runs,Under,(0.5) -190,,(0.5) -190
Vinnie Pasquantino,KC,CLE,bases,Over,(1.5) 140,,
Vinnie Pasquantino,KC,CLE,bases,Under,(1.5) -190,,
Vinnie Pasquantino,KC,CLE,runs,Over,(0.5) 145,,
